식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,수입여부,원산지국코드,원산지국명,원산지역명,생산·채취·포획월,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
R101-001010101-0000,귀리_겉귀리_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01001,귀리,0100101,겉귀리,010010101,도정,01,생것,100g,388,11.7,9.88,8.84,1.56,68.03,0.92,7.6,52,5.3,361,423,3,0,0,0,0.372,0.077,1.415,0,0,0,1.51,0.02,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2021-05-01,2025-02-24
R101-001020101-0000,귀리_쌀귀리_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01001,귀리,0100102,쌀귀리,010010201,도정,01,생것,100g,388,11.6,11.14,8.9,1.7,66.66,0.91,8.1,61,4.31,409,405,1,0,0,2,0.467,0.054,1.194,0,0,0,1.45,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-001030101-0000,귀리_쌀귀리+대양_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01001,귀리,0100103,쌀귀리+대양,010010301,도정,01,생것,100g,386,11.8,11.51,8.78,1.81,66.1,0.91,7.8,59,4.25,439,428,2,0,0,2,0.466,0.051,1.211,0,0,0,1.37,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-001040101-0000,귀리_쌀귀리+조양_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01001,귀리,0100104,쌀귀리+조양,010010401,도정,01,생것,100g,390,11.4,10.78,9.01,1.6,67.23,0.91,8.4,63,4.37,379,383,1,0,0,2,0.467,0.057,1.177,0,0,0,1.53,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-003000101-0000,기장_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01003,기장,0100300,해당없음,010030001,도정,01,생것,100g,360,11.3,11.2,1.9,1,74.6,,,15,2.8,226,233,6,0,0,0,0.42,0.09,2.9,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2006-12-31,2025-02-24
R101-003010101-0000,기장_찰기장_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01003,기장,0100301,찰기장,010030101,도정,01,생것,100g,371,11.3,13.41,3.69,1.57,70,0.61,4.4,19,4.57,354,288,4,0,0,6,0.623,0.061,0.481,0,0,0,0.52,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2023-05-01,2025-02-24
R101-003020101-0000,기장_찰기장+이백찰_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01003,기장,0100302,찰기장+이백찰,010030201,도정,01,생것,100g,373,11.2,13.72,4.03,1.59,69.49,0.61,4.7,27,5.81,385,366,4,0,0,5,0.718,0.077,0.817,0,0,0,0.53,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-003030101-0000,기장_찰기장+한라찰_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01003,기장,0100303,찰기장+한라찰,010030301,도정,01,생것,100g,373,11.3,12.8,4.35,1.81,69.78,0.61,4.7,26,5.46,436,328,7,0,0,4,0.633,0.054,0.806,0,0,0,0.59,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-003040101-0000,기장_찰기장+황실찰_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01003,기장,0100304,찰기장+황실찰,010030401,도정,01,생것,100g,368,11.5,15.55,3.62,1.89,67.42,0.61,4.7,23,5.14,371,307,7,0,0,4,0.769,0.073,0.81,0,0,0,0.48,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-004000101-0000,메밀_도정_생것,R,원재료성 식품,1,식물성,01,곡류,01004,메밀,0100400,해당없음,010040001,도정,01,생것,100g,363,13.1,13.64,3.38,2.04,67.84,0.3,6.3,21,2.78,453,444,1,1,0,7,0.458,0.255,5.189,0,0,0,0.71,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-004000106-0000,메밀_도정_분말화한것,R,원재료성 식품,1,식물성,01,곡류,01004,메밀,0100400,해당없음,010040001,도정,06,분말화한것,100g,374,10.5,12.96,3.29,1.89,71.36,0.3,8.5,17,2.92,435,432,1,1,0,9,0.341,0.274,1.724,0,0,0,0.7,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-005000001-0000,메밀 국수_생것,R,원재료성 식품,1,식물성,01,곡류,01005,메밀 국수,0100500,해당없음,010050000,해당없음,01,생것,100g,291,28.8,7.59,0.96,1.51,61.14,0,1.9,13,0.59,64,116,455,0,0,0,0.015,0.05,0.998,0,0,0,0.27,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-005000002-0000,메밀 국수_말린것,R,원재료성 식품,1,식물성,01,곡류,01005,메밀 국수,0100500,해당없음,010050000,해당없음,02,말린것,100g,372,8.3,13.58,1.27,2.44,74.41,2.77,4.6,28,2.54,173,198,707,0,0,0,0.119,0.12,1.475,1.07,0,0,0.38,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-005000046-0000,메밀 국수_삶은것,R,원재료성 식품,1,식물성,01,곡류,01005,메밀 국수,0100500,해당없음,010050000,해당없음,46,삶은것,100g,124,70.1,3.54,0.44,0.19,25.73,0,1.7,7,0.28,21,7,38,1,0,6,0.009,0.018,0.149,0,0,0,0.13,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-005000083-0000,메밀 국수_말린것을 삶은것,R,원재료성 식품,1,식물성,01,곡류,01005,메밀 국수,0100500,해당없음,010050000,해당없음,83,말린것을 삶은것,100g,114,72.4,4.28,0.4,0.27,22.65,0,1.5,12,0.87,47,9,35,0,0,0,0.021,0.026,0.246,0.18,0,0,0.12,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-006000002-0000,메밀 냉면_말린것,R,원재료성 식품,1,식물성,01,곡류,01006,메밀 냉면,0100600,해당없음,010060000,해당없음,02,말린것,100g,360,12.1,10.74,1.44,2.06,73.66,0,3.2,27,1.36,109,176,628,0,0,0,0.021,0.16,0.444,0,0,0,0.34,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-006000083-0000,메밀 냉면_말린것을 삶은것,R,원재료성 식품,1,식물성,01,곡류,01006,메밀 냉면,0100600,해당없음,010060000,해당없음,83,말린것을 삶은것,100g,141,66.2,4.22,0.59,0.28,28.71,0,1.4,18,0.56,40,17,68,0,0,0,0.019,0.047,0.095,0,0,0,0.14,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-007000001-0000,메밀묵_생것,R,원재료성 식품,1,식물성,01,곡류,01007,메밀묵,0100700,해당없음,010070000,해당없음,01,생것,100g,54,86.2,1.11,0.41,0.52,11.77,0,1.2,8,0.9,37,48,132,0,0,1,0.035,0.033,0.114,0,0,0,0.07,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2022-05-01,2025-02-24
R101-007000006-0000,메밀묵_분말화한것,R,원재료성 식품,1,식물성,01,곡류,01007,메밀묵,0100700,해당없음,010070000,해당없음,06,분말화한것,100g,371,11,8.33,2.04,1.24,77.39,0.3,4.1,21,1.84,289,287,2,1,0,7,0.197,0.148,,0.34,0,0,0.45,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2014-12-31,2025-02-24
R101-008000201-0000,멥쌀_배아_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100800,해당없음,010080002,배아,01,생것,100g,343,14.9,6.5,2,0.7,75.8,0.6,1.3,7,0.9,150,150,1,0,0,0,0.23,0.03,3.1,0,0,0,0.55,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,2,수집,2020-12-31,2025-02-24
R101-008000301-0000,멥쌀_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100800,해당없음,010080003,백미,01,생것,100g,366,13,6.81,1.05,0.4,78.74,0.5,1.9,7,0.24,101,88,2,0,0,0,0.099,0.028,1.059,0,0,0,0.3,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,3,산출,2020-04-01,2025-02-24
R101-008000306-0000,멥쌀_백미_분말화한것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100800,해당없음,010080003,백미,06,분말화한것,100g,378,10.2,7.24,1.07,0.48,81.07,0.22,0.6,7,0.22,110,91,2,0,0,0,0.067,0.033,0.848,0,0,0,0.32,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2021-05-01,2025-02-24
R101-008000401-0000,멥쌀_칠분도미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100800,해당없음,010080004,칠분도미,01,생것,100g,348,14.9,6.3,1.5,0.6,76.6,0.3,0.9,6,1.3,180,120,1,0,0,0,0.24,0.03,1.7,0,0,0,0.4,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,2,수집,2020-12-31,2025-02-24
R101-008000501-0000,멥쌀_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100800,해당없음,010080005,현미,01,생것,100g,357,13.3,7.33,2.23,1.25,75.92,1.18,3.9,14,1.05,295,248,3,0,0,2,0.286,0.025,1.501,0,0,0,0.55,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,3,산출,2020-04-01,2025-02-24
R101-008000701-0000,멥쌀_흑미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100800,해당없음,010080007,흑미,01,생것,100g,357,13.3,7.7,2.21,1.27,75.56,0.94,7.3,17,0.91,309,284,2,2,0,29,0.495,0.072,2.468,0,0,0,0.5,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008060301-0000,멥쌀_고아미2호_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100806,고아미2호,010080603,백미,01,생것,100g,362,14.4,8.4,2.04,0.83,74.3,1.81,10.9,13,0.71,205,170,1,0,0,0,0.228,,,0,0,0,0.65,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008060501-0000,멥쌀_고아미2호_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100806,고아미2호,010080605,현미,01,생것,100g,359,14.1,9.17,4.11,1.57,71,3.17,15.3,20,1.7,352,325,3,1,0,6,0.401,0.067,,0,0,0,1.13,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008080401-0000,멥쌀_농림나1호_칠분도미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100808,농림나1호,010080804,칠분도미,01,생것,100g,370,12.4,5.6,1.9,0.9,79.2,,,32,,226,298,9,0,0,0,0.43,0.05,1.3,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2009-12-31,2025-02-24
R101-008080501-0000,멥쌀_농림나1호_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100808,농림나1호,010080805,현미,01,생것,100g,371,12.9,5.8,4.8,1.2,75.3,,,14,0.8,305,275,1,0,0,1,0.54,0.06,1.4,,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2009-12-31,2025-02-24
R101-008100301-0000,멥쌀_밭벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100810,밭벼,010081003,백미,01,생것,100g,331,14.9,9.3,0.9,0.4,74.5,0.3,0.5,5,0.8,95,89,1,0,0,0,0.08,0.02,1.2,0,0,0,0.29,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,2,수집,2020-12-31,2025-02-24
R101-008100401-0000,멥쌀_밭벼_칠분도미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100810,밭벼,010081004,칠분도미,01,생것,100g,359,14.9,9.5,1.5,0.7,73.4,0.3,0.9,6,1.3,180,120,1,0,0,0,0.24,0.03,3.4,0,0,0,0.4,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,2,수집,2020-12-31,2025-02-24
R101-008120301-0000,멥쌀_새추청벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100812,새추청벼,010081203,백미,01,생것,100g,366,12.4,6.1,0.2,0.4,80.9,,,4,3.8,46,469,8,1,0,8,0.12,0.02,1.5,,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2006-12-31,2025-02-24
R101-008130501-0000,멥쌀_발아현미_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100813,발아현미,010081305,현미,01,생것,100g,384,7.5,7.22,2.88,1.25,81.18,0.76,4.1,16,1.05,342,301,2,0,0,0,0.332,0.059,1.879,0,0,0,0.68,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2021-05-01,2025-02-24
R101-008140301-0000,멥쌀_수라벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100814,수라벼,010081403,백미,01,생것,100g,346,17.2,5.7,0.1,0.3,76.7,,,6,0.8,74,160,17,1,0,7,0.12,0.03,1.5,,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2003-12-31,2025-02-24
R101-008180301-0000,멥쌀_일미벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100818,일미벼,010081803,백미,01,생것,100g,372,11.5,7.7,1,0.5,79.3,,,12,1.1,95,114,11,0,0,0,0.19,0.03,0.9,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,1999-12-31,2025-02-24
R101-008180501-0000,멥쌀_일미벼_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100818,일미벼,010081805,현미,01,생것,100g,354,12.5,9,1,1.3,76.2,,,10,1.7,248,289,12,0,0,0,0.35,0.06,1.2,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,1999-12-31,2025-02-24
R101-008240301-0000,멥쌀_추청벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100824,추청벼,010082403,백미,01,생것,100g,360,14.7,6.42,1.03,0.21,77.63,0.17,1.1,5,0.26,77,77,1,0,0,0,0.022,0.036,0.972,0,0,0,0.36,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2023-05-01,2025-02-24
R101-008240501-0000,멥쌀_추청벼_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100824,추청벼,010082405,현미,01,생것,100g,362,12.7,6.4,2.7,1.3,76.9,,,12,1.1,92,263,14,0,0,0,0.3,0.04,1.7,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,1999-12-31,2025-02-24
R101-008250301-0000,멥쌀_큰눈벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100825,큰눈벼,010082503,백미,01,생것,100g,375,10.6,6.3,1,0.7,81.4,,,3,1.1,146,144,19,0,0,0,0.11,0.03,2.5,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2003-12-31,2025-02-24
R101-008250501-0000,멥쌀_큰눈벼_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100825,큰눈벼,010082505,현미,01,생것,100g,371,10.5,7.3,3,1.3,77.9,,,3,1.5,278,295,23,0,0,0,0.27,0.06,2.6,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2003-12-31,2025-02-24
R101-008280301-0000,멥쌀_통일벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100828,통일벼,010082803,백미,01,생것,100g,375,10.3,8.3,0.6,0.6,80.3,,,11,1.2,112,93,3,0,0,0,0.22,0.03,1.8,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,1993-12-31,2025-02-24
R101-008280501-0000,멥쌀_통일벼_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100828,통일벼,010082805,현미,01,생것,100g,362,11.1,8.9,1.6,1.2,77.2,,,2,3.5,232,203,2,0,0,0,0.33,0.21,2,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,1994-12-31,2025-02-24
R101-008300301-0000,멥쌀_하이아미_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100830,하이아미,010083003,백미,01,생것,100g,367,12.7,7.35,1.05,0.47,78.46,0.43,1.8,7,0.3,112,88,0,0,0,0,0.151,,,0,0,0,0.31,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008300501-0000,멥쌀_하이아미_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100830,하이아미,010083005,현미,01,생것,100g,360,13.2,7.41,2.6,1.1,75.73,1.15,3.6,13,1.17,288,239,1,0,0,4,0.335,0.036,,0,0,0,0.65,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008310301-0000,멥쌀_향미벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100831,향미벼,010083103,백미,01,생것,100g,368,12,7,0.6,0.5,79.9,,,5,1,72,113,4,0,0,0,0.34,0.04,2.3,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,1997-12-31,2025-02-24
R101-008340501-0000,멥쌀_흑진주벼_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100834,흑진주벼,010083405,현미,01,생것,100g,369,10.3,7.9,2.6,1.5,77.7,,7.4,23,2.5,373,351,2,4,0,51,1.01,0.16,3.3,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2011-12-31,2025-02-24
R101-008350301-0000,멥쌀_히토메보레_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100835,히토메보레,010083503,백미,01,생것,100g,364,12.8,6.5,0.3,0.4,80,,4.6,7,0.5,100,76,3,0,0,1,0.33,0.01,1.1,0,,,,,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2011-12-31,2025-02-24
R101-008360301-0000,멥쌀_골든퀸3호_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100836,골든퀸3호,010083603,백미,01,생것,100g,354,15.6,6.07,0.67,0.39,77.23,0.03,0.9,4,0.25,91,73,3,0,0,0,0.069,0.028,0.953,0,0,0,0.23,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2015-12-31,2025-02-24
R101-008360501-0000,멥쌀_골든퀸3호_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100836,골든퀸3호,010083605,현미,01,생것,100g,357,13.3,6.16,2.01,1.29,77.26,0.5,3.8,9,0.91,270,232,1,0,0,4,0.295,0.067,1.319,0,0,0,0.48,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2015-12-31,2025-02-24
R101-008370301-0000,멥쌀_호품벼_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100837,호품벼,010083703,백미,01,생것,100g,354,15.8,5.91,0.73,0.36,77.21,0.04,0.8,4,0.18,88,71,0,0,0,0,0.071,0.027,1.164,0,0,0,0.25,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2015-12-31,2025-02-24
R101-008370501-0000,멥쌀_호품벼_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100837,호품벼,010083705,현미,01,생것,100g,343,16.8,6.3,1.94,1.07,73.94,0.33,3.5,10,0.82,275,224,1,0,0,4,0.264,0.071,1.682,0,0,0,0.47,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2015-12-31,2025-02-24
R101-008380301-0000,멥쌀_금강1호_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100838,금강1호,010083803,백미,01,생것,100g,369,12.4,6.69,1.1,0.35,79.46,0.82,,34,0.56,106,89,4,0,0,0,0.133,,,0,0,0,0.43,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-008380501-0000,멥쌀_금강1호_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100838,금강1호,010083805,현미,01,생것,100g,365,12,7.08,2.72,1.12,77.11,0.57,,13,0.87,291,261,2,0,0,3,0.319,0.02,,0,0,0,0.7,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-008390301-0000,멥쌀_남찬_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100839,남찬,010083903,백미,01,생것,100g,366,13.3,6.85,1.34,0.35,78.14,0.89,,7,0.17,88,76,4,0,0,0,0.177,,,0,0,0,0.29,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-008390501-0000,멥쌀_남찬_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100839,남찬,010083905,현미,01,생것,100g,355,14.1,7.25,2.31,1.1,75.26,0.89,,13,0.86,282,231,5,0,0,3,0.27,0.029,,0,0,0,0.51,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-008400301-0000,멥쌀_도담쌀_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100840,도담쌀,010084003,백미,01,생것,100g,360,14.5,6.97,1.14,0.47,76.91,0.31,3.7,7,0.34,118,79,1,0,0,0,0.151,,,0,0,0,0.37,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008400501-0000,멥쌀_도담쌀_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100840,도담쌀,010084005,현미,01,생것,100g,356,14,7.73,2.85,1.29,74.15,1.26,9.7,14,1.26,299,244,2,0,0,3,0.423,0.031,,0,0,0,0.7,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008410301-0000,멥쌀_미품_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100841,미품,010084103,백미,01,생것,100g,361,14.1,7.77,0.81,0.41,76.89,0.18,2.4,6,0.29,98,80,4,0,0,0,0.084,,,0,0,0,0.3,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008410501-0000,멥쌀_미품_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100841,미품,010084105,현미,01,생것,100g,348,14.9,8.41,2.07,1.28,73.3,0.83,3.7,11,1.21,310,223,5,0,0,0,0.475,0.023,,0,0,0,0.51,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008420301-0000,멥쌀_보람찬_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100842,보람찬,010084203,백미,01,생것,100g,370,12.7,7.16,1.53,0.26,78.36,0.46,,8,0.15,88,76,4,0,0,0,0.143,,,0,0,0,0.29,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-008420501-0000,멥쌀_보람찬_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100842,보람찬,010084205,현미,01,생것,100g,355,13.6,7.42,2.01,1.25,75.74,1.07,,14,1.01,307,249,5,0,0,3,0.221,0.02,,0,0,0,0.57,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2019-04-01,2025-02-24
R101-008430301-0000,멥쌀_삼광_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100843,삼광,010084303,백미,01,생것,100g,367,12.8,6.31,0.9,0.25,79.71,0.16,1.8,7,0.2,85,89,1,0,0,0,0.034,,,0,0,0,0.27,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008430501-0000,멥쌀_삼광_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100843,삼광,010084305,현미,01,생것,100g,358,12.9,6.88,2,1.29,76.98,0.92,3,14,0.93,303,281,2,0,0,2,0.106,0.017,,0,0,0,0.51,0.01,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008440301-0000,멥쌀_새일미_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100844,새일미,010084403,백미,01,생것,100g,366,13,6.92,1.04,0.45,78.57,0.15,3,5,0.12,93,90,0,0,0,0,0.156,,,0,0,0,0.29,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008440501-0000,멥쌀_새일미_현미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100844,새일미,010084405,현미,01,생것,100g,357,13,7.6,2.12,1.3,76,1,3.8,10,0.93,306,272,1,0,0,1,0.399,0.025,,0,0,0,0.52,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
R101-008450301-0000,멥쌀_설갱_백미_생것,R,원재료성 식품,1,식물성,01,곡류,01008,멥쌀,0100845,설갱,010084503,백미,01,생것,100g,363,13.7,6.71,1.04,0.44,78.14,0.37,0.8,8,0.32,112,91,0,0,0,0,0.106,,,0,0,0,0.29,0,0,1,농촌진흥청(국가표준식품성분표),N,,해당없음,해당없음,,1,분석,2020-04-01,2025-02-24
